,tailnum,origin,dest,qa_year_month_day,qa_hour_minute,qa_dep_arr_time,qa_dep_arr_delay,qa_carrier,qa_tailnum,qa_flight,qa_origin_dest,qa_air_time,qa_distance,qa_distance_airtime
2049,N519AS,SEA,ANC,,,,,,,F,,,,TL
2050,N566SW,SEA,PDX,,,,,,,,,,,TR
2051,N3BBAA,SEA,DFW,,,,,,F,,,,,TR
2052,N550UW,SEA,PHX,,,,,,,F,,,,TR
2053,N903WN,PDX,LAS,,,,,,,F,,,,TR
2054,N706AS,PDX,LAX,,,,,,,F,,,,TL
2055,N459AS,SEA,PHX,,,,,,,F,,,,TR
2056,N291SW,PDX,RDM,,,,,,,,,,,TR
2057,N537AS,PDX,OGG,,,,,,,F,,,,TL
2058,N552AS,SEA,MCI,,,,,,,F,,,,TR
2059,N440AS,SEA,LAS,,,,,,,F,,,,TR
2060,N488WN,SEA,ABQ,,,,,,,F,,,,TR
2061,N217AG,SEA,COS,,,,,,,,,,,TR
2062,N582NW,SEA,MSP,,,,,,,,,,,TR
2063,N427UA,PDX,EWR,,,,,,,F,,,,TL
2064,N449WN,SEA,SMF,,,,,,,F,,,,TR
2065,N583SW,SEA,PDX,,,,,,,,,,,TR
2066,N806DN,SEA,ATL,,,,,,,F,,,,TR
2067,N625AW,PDX,PHX,,,,,,,F,,,,TS
2068,N764AS,SEA,KTN,,,,,,,F,,,,TL
2069,N921WN,PDX,OAK,,,,,,,F,,,,TR
2070,N549AS,SEA,BUR,,,,,,,F,,,,TR
2071,N380DA,SEA,ANC,,,,,,,,,,,TL
2072,N556AS,SEA,OAK,,,,,,,F,,,,TL
2073,N672AW,SEA,PHX,,,,,,,F,,,,TR
2074,N224AG,SEA,LGB,,,,,,,,,,,TL
2075,N183UW,SEA,PHX,,,,,,,,,,,TR
2076,N3BBAA,SEA,ORD,,,,,,F,,,,,TR
2077,N528AS,SEA,GEG,,,,,,,F,,,,TR
2078,N3EEAA,SEA,DFW,,,,,,F,,,,,TR
2079,N671DN,SEA,JNU,,,,,,,F,,,,TL
2080,N4YEAA,PDX,DFW,,,,,,F,,,,,TR
2081,N538AS,SEA,ANC,,,,,,,F,,,,TR
2082,N622AS,SEA,PHX,,,,,,,F,,,,TL
2083,N558AS,SEA,SJC,,,,,,,F,,,,TL
2084,N555AY,PDX,PHL,,,,,,,F,,,,TL
2085,N824UA,SEA,SFO,,,,,,,F,,,,TL
2086,N940WN,SEA,SMF,,,,,,,,,,,TR
2087,N218AG,SEA,LGB,,,,,,,,,,,TL
2088,N3769L,SEA,LAX,,,,,,,,,,,TL
2089,N3FVAA,SEA,ORD,,,,,,F,,,,,TR
2090,N303AS,SEA,PHX,,,,,,,F,,,,TR
2091,N779AS,SEA,SFO,,,,,,,F,,,,TL
2092,N969WN,SEA,SMF,,,,,,,,,,,TR
2093,N417WN,PDX,LAS,,,,,,,,,,,TR
2094,N8620H,SEA,LAS,,,,,,,F,,,,TL
2095,N703AS,SEA,SFO,,,,,,,F,,,,TL
2096,N375NC,SEA,LAX,,,,,,,,,,,TL
2097,N442AS,SEA,MSP,,,,,,,F,,,,TR
2098,N217AG,PDX,ONT,,,,,,,,,,,TR
2099,N3KTAA,SEA,ORD,,,,,,F,,,,,TL
2100,N548CA,PDX,SEA,,,,,,,,,,,TR
2101,N611AS,PDX,SFO,,,,,,,F,,,,TL
2102,N618WN,PDX,PHX,,,,,,,,,,,TL
2103,N409AS,SEA,STL,,,,,,,F,,,,TL
2104,N214FR,PDX,DEN,,,,,,,F,,,,TL
2105,N533AS,PDX,BOS,,,,,,,F,,,,TL
2106,N666DN,SEA,ATL,,,,,,,F,,,,TR
2107,N794AS,SEA,KTN,,,,,,,F,,,,TR
2108,N840VA,SEA,SFO,,,,,,,F,,,,TL
2109,N496UA,PDX,DEN,,,,,,,F,,,,TR
2110,N529JB,SEA,JFK,,,,,,,F,,,,TL
2111,N216AG,SEA,OMA,,,,,,,,,,,TR
2112,N6705Y,SEA,DTW,,,,,,,F,,,,TR
2113,N754AS,SEA,ONT,,,,,,,F,,,,TR
2114,N644AS,SEA,ANC,,,,,,,F,,,,TL
2115,N3FWAA,SEA,DFW,,,,,,F,,,,,TL
2116,N435AS,SEA,LAS,,,,,,,F,,,,TL
2117,N492WN,SEA,SMF,,,,,,,F,,,,TR
2118,N8323C,SEA,BWI,,,,,,,,,,,TL
2119,N769AS,PDX,SJC,,,,,,,F,,,,TR
2120,N801DZ,PDX,SLC,,,,,,,,,,,TR
2121,N4XPAA,PDX,DFW,,,,,,F,,,,,TR
2122,N589AS,SEA,SMF,,,,,,,F,,,,TS
2123,N546AS,SEA,TPA,,,,,,,F,,,,TL
2124,N593ML,PDX,LAX,,,,,,,,,,,TL
2125,N3757D,SEA,MSP,,,,,,,,,,,TR
2126,N586AS,SEA,SAN,,,,,,,F,,,,TL
2127,N559AS,SEA,SAN,,,,,,,F,,,,TR
2128,N53442,SEA,IAD,,,,,,F,,,,,TR
2129,N513AS,PDX,SAN,,,,,,,F,,,,TL
2130,N582NW,SEA,MSP,,,,,,,,,,,TL
2131,N47414,SEA,EWR,,,FA,,,F,,,,,TL
2132,N671DN,SEA,ATL,,,,,,,,,,,TL
2133,N218AG,SEA,FAT,,,,,,,,,,,TR
2134,N31412,SEA,ORD,,,,,,F,,,,,TL
2135,N8612K,SEA,OAK,,,,,,,,,,,TR
2136,N548AS,SEA,SAN,,,,,,,F,,,,TR
2137,N223AG,SEA,LGB,,,,,,,,,,,TL
2138,N8314L,PDX,LAS,,,,,,,F,,,,TR
2139,N3731T,SEA,LAS,,,,,,,F,,,,TL
2140,N668AW,PDX,PHX,,,,,,,F,,,,TL
2141,N624AW,SEA,PHX,,,,,,,F,,,,TL
2142,N608SK,SEA,SJC,,,,,,,,,,,TR
2143,N239WN,SEA,LAS,,,,,,,,,,,TL
2144,N760AS,SEA,GEG,,,,,,,F,,,,TR
2145,N210WN,PDX,DEN,,,,,,,F,,,,TL
2146,N814SK,SEA,LAS,,,,,,,,,,,TL
2147,N3KJAA,SEA,ORD,,,,,,F,F,,,,TL
2148,N738CB,SEA,OAK,,,,,,,,,,,TL
2149,N588AS,SEA,KOA,,,,,,,F,,,,TL
2150,N407AS,SEA,IAH,,,,,,,F,,,,TL
2151,N309AS,SEA,IAH,,,,,,,F,,,,TR
2152,N546AS,PDX,SLC,,,,,,,F,,,,TR
2153,N625AS,PDX,SFO,,,,,,,F,,,,TL
2154,N564AS,SEA,LIH,,,,,,,F,,,,TL
2155,N794AS,SEA,ONT,,,,,,,F,,,,TR
2156,N422WN,SEA,SMF,,,,,,,,,,,TR
2157,N435AS,SEA,SJC,,,,,,,F,,,,TL
2158,N538AS,SEA,SFO,,,,,,,F,,,,TL
2159,N518AS,SEA,LAX,,,,,,,F,,,,TR
2160,N218AG,SEA,FAT,,,,,,,,,,,TL
2161,N680DA,SEA,SLC,,,,,,,,,,,TR
2162,N387DA,SEA,SLC,,,,,,,,,,,TR
2163,N776WN,PDX,LAS,,,,,,,F,,,,TL
2164,N621SW,SEA,OAK,,,,,,,,,,,TL
2165,N627AS,PDX,ORD,,,,,,,F,,,,TL
2166,N816SK,SEA,SJC,,,,,,,,,,,TL
2167,N812SK,SEA,PDX,,,,,,,,,,,TR
2168,N633AW,SEA,PHX,,,,,,,F,,,,TR
2169,N589AS,SEA,PHX,,,,,,,F,,,,TR
2170,N524VA,SEA,LAX,,,,,,,F,,,,TR
2171,N615AS,PDX,ANC,,,,,,,F,,,,TL
2172,N701GS,SEA,LAS,,,,,,,,,,,TR
2173,N635DL,SEA,ATL,,,,,,,,,,,TR
2174,N305AS,SEA,LAX,,,,,,,F,,,,TR
2175,N529AS,SEA,LAS,,,,,,,F,,,,TL
2176,N237SW,SEA,PDX,,,,,,,,,,,TR
2177,N373DA,PDX,ATL,,,,,,,F,,,,TR
2178,N219AG,SEA,OMA,,,,,,,,,,,TR
2179,N793AS,SEA,ANC,,,,,,,F,,,,TL
2180,N223AG,PDX,BUR,,,,,,,,,,,TR
2181,N905DA,PDX,MSP,,,,,,,,,,,TL
2182,N551AS,SEA,ANC,,,,,,,F,,,,TL
2183,N519AS,SEA,OAK,,,,,,,F,,,,TL
2184,N462AS,SEA,DTW,,,,,,,F,,,,TL
2185,N8328A,PDX,DEN,,,,,,,,,,,TR
2186,N3EUAA,SEA,DFW,,,,,,F,,,,,TR
2187,N525AS,SEA,BOS,,,,,,,F,,,,TR
2188,N794SW,PDX,SMF,,,,,,,F,,,,TR
2189,N615AS,SEA,SNA,,,,,,,F,,,,TR
2190,N3JDAA,SEA,DFW,,,FD,,,F,,,,,TR
2191,N485WN,PDX,OAK,,,,,,,,,,,TR
2192,N457AS,SEA,SFO,,,,,,,F,,,,TL
2193,N563AS,SEA,ANC,,,,,,,F,,,,TL
2194,N523AS,SEA,ANC,,,,,,,F,,,,TL
2195,N799AS,SEA,KTN,,,,,,,F,,,,TR
2196,N792AS,SEA,SIT,,,,,,,F,,,,TL
2197,N615AS,PDX,ORD,,,,,,,F,,,,TR
2198,N648DL,SEA,ATL,,,,,,,,,,,TR
2199,N526AS,PDX,ANC,,,,,,,F,,,,TL
2200,N560AS,SEA,SMF,,,,,,,F,,,,TR
2201,N849UA,PDX,ORD,,,,,,,F,,,,TR
2202,N510JB,SEA,BOS,,,,,,,F,,,,TR
2203,N21723,SEA,ORD,,,,,,F,,,,,TR
2204,N8638A,PDX,DEN,,,,,,,F,,,,TR
2205,N554CA,SEA,SJC,,,,,,,,,,,TR
2206,N753US,SEA,PHL,,,,,,,F,,,,TL
2207,N244WN,PDX,OAK,,,,,,,,,,,TR
2208,N379DA,SEA,ANC,,,,,,,,,,,TL
2209,N856NW,SEA,ATL,,,,,,,,,,,TR
2210,N553AS,PDX,SAN,,,,,,,F,,,,TL
2211,N3760C,PDX,ATL,,,,,,,,,,,TL
2212,N8617E,PDX,LAS,,,,,,,F,,,,TL
2213,N218AG,SEA,FAT,,,,,,,,,,,TL
2214,N757LV,SEA,MKE,,,,,,,,,,,TL
2215,N323AS,SEA,GEG,,,,,,,F,,,,TR
2216,N778AS,PDX,SFO,,,,,,,F,,,,TR
2217,N14242,SEA,SFO,,,,,,F,,,,,TL
2218,N552AS,SEA,SNA,,,,,,,F,,,,TL
2219,N14731,PDX,IAH,,,FD,,,F,,,,,TL
2220,N651DL,SEA,ATL,,,,,,,,,,,TR
2221,N564UA,SEA,IAD,,,,,,,F,,,,TR
2222,N794AS,SEA,ANC,,,,,,,F,,,,TL
2223,N3FPAA,SEA,ORD,,,,,,F,,,,,TR
2224,N614AS,SEA,SNA,,,,,,,F,,,,TR
2225,N768AS,SEA,ANC,,,,,,,F,,,,TS
2226,N569AS,SEA,BUR,,,,,,,F,,,,TR
2227,N3738B,SEA,SLC,,,,,,,,,,,TR
2228,N562AS,SEA,SNA,,,,,,,F,,,,TR
2229,N4YMAA,PDX,DFW,,,,,,F,,,,,TL
2230,N310NW,SEA,LAX,,,,,,,,,,,TL
2231,N384SW,PDX,PHX,,,,,,,F,,,,TR
2232,N609AS,SEA,LAS,,,,,,,F,,,,TL
2233,N805SK,SEA,LAS,,,,,,,,,,,TR
2234,N512AS,SEA,ORD,,,,,,,F,,,,TR
2235,N317AS,SEA,JNU,,,,,,,F,,,,TR
2236,N597AS,SEA,FLL,,,,,,,F,,,,TR
2237,N552AS,SEA,BUR,,,,,,,F,,,,TL
2238,N520AS,SEA,ORD,,,,,,,F,,,,TL
2239,N767AS,SEA,SAN,,,,,,,F,,,,TL
2240,N435AS,SEA,ORD,,,,,,,F,,,,TL
2241,N224AG,SEA,OMA,,,,,,,,,,,TR
2242,N380HA,PDX,HNL,,,,,,,F,,,,TL
2243,N403AS,SEA,LAS,,,,,,,F,,,,TR
2244,N904WN,PDX,ABQ,,,,,,,,,,,TR
2245,N707TW,SEA,JFK,,,,,,,F,,,,TL
2246,N552AS,SEA,FLL,,,,,,,F,,,,TL
2247,N581UW,PDX,CLT,,,,,,,,,,,TR
2248,N705TW,SEA,JFK,,,,,,,F,,,,TL
2249,N442WN,PDX,SJC,,,,,,,F,,,,TR
2250,N525VA,SEA,SFO,,,,,,,F,,,,TL
2251,N613AS,SEA,LAS,,,,,,,F,,,,TL
2252,N622AS,SEA,MSP,,,,,,,F,,,,TR
2253,N227AG,PDX,ONT,,,,,,,,,,,TL
2254,N799AS,SEA,SJC,,,,,,,F,,,,TL
2255,N210WN,PDX,SJC,,,FA,,,,F,,,,TR
2256,N225AG,PDX,BUR,,,,,,,,,,,TL
2257,N612AS,SEA,SNA,,,,,,,F,,,,TL
2258,N579AS,SEA,SAN,,,,,,,F,,,,TR
2259,N218AG,PDX,BOI,,,,,,,,,,,TR
2260,N568AS,SEA,LAS,,,,,,,F,,,,TR
2261,N76254,SEA,ORD,,,,,,F,,,,,TR
2262,N609AS,SEA,LAS,,,FA,,,,F,,,,TR
2263,N371DA,PDX,ATL,,,,,,,,,,,TR
2264,N763AS,SEA,ANC,,,,,,,F,,,,TL
2265,N584AS,PDX,OGG,,,,,,,F,,,,TL
2266,N712TW,SEA,JFK,,,,,,,,,,,TL
2267,N556AS,SEA,LAX,,,,,,,F,,,,TR
2268,N68805,SEA,IAH,,,,,,F,,,,,TL
2269,N249WN,SEA,SMF,,,,,,,F,,,,TR
2270,N7709A,SEA,LAS,,,,,,,,,,,TR
2271,N579SW,PDX,EUG,,,,,,,,,,,TR
2272,N423AS,SEA,ORD,,,,,,,F,,,,TL
2273,N409AS,PDX,LAX,,,,,,,F,,,,TL
2274,N662JB,SEA,LGB,,,,,,,F,,,,TL
2275,N431AS,SEA,LAS,,,,,,,F,,,,TR
2276,N799AS,SEA,SFO,,,,,,,F,,,,TL
2277,N828JB,SEA,LGB,,,,,,,F,,,,TL
2278,N523VA,PDX,SFO,,,,,,,F,,,,TL
2279,N524JB,SEA,JFK,,,,,,,F,,,,TL
2280,N765SW,SEA,LAS,,,,,,,F,,,,TL
2281,N3FWAA,SEA,DFW,,,,,,F,,,,,TR
2282,N433AS,SEA,ANC,,,FA,,,,F,,,,TL
2283,N433AS,SEA,SFO,,,,,,,F,,,,TL
2284,N788AS,SEA,SJC,,,,,,,F,,,,TL
2285,N476WN,PDX,MDW,,,,,,,,,,,TL
2286,N297SW,SEA,PDX,,,,,,,,,,,TR
2287,N317AS,SEA,SFO,,,,,,,F,,,,TR
2288,N319AS,SEA,ANC,,,,,,,F,,,,TL
2289,N804DN,SEA,DTW,,,,,,,,,,,TR
2290,N615SW,PDX,LAS,,,,,,,,,,,TR
2291,N303AS,SEA,ANC,,,,,,,F,,,,TL
2292,N514AS,SEA,DCA,,,,,,,F,,,,TL
2293,N309AS,SEA,IAH,,,,,,,F,,,,TL
2294,N431AS,SEA,PHL,,,,,,,F,,,,TR
2295,N488UA,PDX,SFO,,,,,,,F,,,,TL
2296,N402AS,SEA,EWR,,,,,,,F,,,,TR
2297,N705AS,SEA,JNU,,,,,,,F,,,,TR
2298,N8616C,SEA,BWI,,,,,,,,,,,TL
2299,N37409,SEA,IAH,,,,MA,,F,,,M,,M
2300,N287WN,PDX,RNO,,,,,,,,,,,TR
2301,N644AS,PDX,LAS,,,,,,,F,,,,TR
2302,N3APAA,SEA,MIA,,,,,,F,F,,,,TL
2303,N553AS,SEA,TUS,,,,,,,F,,,,TL
2304,N282WN,SEA,PHX,,,,,,,F,,,,TL
2305,N951SW,PDX,SFO,,,,,,,,,,,TL
2306,N435AS,SEA,ATL,,,,,,,F,,,,TL
2307,N6712B,SEA,ATL,,,,,,,,,,,TR
2308,N488WN,PDX,DEN,,,,,,,F,,,,TR
2309,N614SK,PDX,LAX,,,,,,,,,,,TL
2310,N763AS,SEA,ANC,,,,,,,F,,,,TL
2311,N563SW,SEA,PDX,,,,,,,,,,,TR
2312,N829UA,SEA,SFO,,,,,,,F,,,,TL
2313,N3ARAA,SEA,ORD,,,,,,F,,,,,TL
2314,N532AS,SEA,AUS,,,,,,,F,,,,TR
2315,N535AS,SEA,GEG,,,FA,,,,F,,,,TR
2316,N173US,PDX,PHX,,,,,,,F,,,,TR
2317,N548AS,SEA,FAI,,,,,,,F,,,,TL
2318,N628SW,SEA,OAK,,,,,,,F,,,,TL
2319,N172DZ,SEA,JFK,,,,,,,,,,,TL
2320,N514AS,PDX,LIH,,,,,,,F,,,,TL
2321,N644AS,SEA,PSP,,,,,,,F,,,,TL
2322,N552WN,PDX,OAK,,,,,,,F,,,,TR
2323,N3KCAA,SEA,DFW,,,FD,,,F,,,,,TL
2324,N223AG,SEA,SBA,,,,,,,,,,,TR
2325,N604SK,SEA,GEG,,,,,,,,,,,TR
2326,N707SA,SEA,OAK,,,,,,,,,,,TL
2327,N423AS,PDX,HNL,,,,,,,F,,,,TL
2328,N548AS,SEA,BWI,,,,,,,F,,,,TL
2329,N667AW,SEA,PHX,,,,,,,F,,,,TR
2330,N269WN,SEA,DEN,,,,,,,,,,,TR
2331,N67171,PDX,SLC,,,,,,F,,,,,TR
2332,N786AS,SEA,SFO,,,,,,,F,,,,TL
2333,N612AS,SEA,PHX,,,,,,,F,,,,TL
2334,N610DL,SEA,JNU,,,,,,,,,,,TL
2335,N216AG,SEA,OMA,,,,,,,,,,,TR
2336,N37409,SEA,EWR,,,,,,F,,,,,TL
2337,N3765,PDX,JFK,,,,,,F,F,,,,TL
2338,N471UA,SEA,LAX,,,,,,,F,,,,TR
2339,N318AS,SEA,SJC,,,,,,,F,,,,TL
2340,N756AS,SEA,KTN,,,,,,,F,,,,TL
2341,N77431,SEA,EWR,,,,,,F,,,,,TL
2342,N625AS,SEA,BUR,,,,,,,F,,,,TL
2343,N462UA,SEA,IAH,,,,,,,F,,,,TR
2344,N3758Y,PDX,ATL,,,,,,,,,,,TL
2345,N611AS,SEA,SNA,,,,,,,F,,,,TL
2346,N257WN,SEA,RNO,,,,,,,F,,,,TR
2347,N290WN,PDX,MCI,,,,,,,F,,,,TL
2348,N707TW,SEA,JFK,,,,,,,F,,,,TL
2349,N779JB,SEA,BOS,,,,,,,F,,,,TL
2350,N316US,PDX,SLC,,,,,,,F,,,,TR
2351,N752US,PDX,PHX,,,,,,,F,,,,TL
2352,N409AS,SEA,SJC,,,,,,,F,,,,TL
2353,N708AS,PDX,SFO,,,,,,,F,,,,TR
2354,N578SW,PDX,EUG,,,,,,,,,,,TR
2355,N402AS,SEA,SFO,,,,,,,F,,,,TL
2356,N536AS,PDX,LIH,,,,,,,F,,,,TL
2357,N530AS,PDX,OGG,,,,,,,F,,,,TL
2358,N713AS,SEA,SFO,,,,,,,F,,,,TL
2359,N551AS,SEA,SJC,,,,,,,F,,,,TR
2360,N461UA,SEA,SFO,,,,,,,F,,,,TL
2361,N787SA,PDX,LAS,,,,,,,F,,,,TR
2362,N559AS,SEA,ANC,,,,,,,F,,,,TL
2363,N215AG,SEA,LGB,,,,,,,,,,,TL
2364,N223AG,SEA,SLC,,,,,,,,,,,TR
2365,N8315C,PDX,MDW,,,,,,,F,,,,TL
2366,N394DA,SEA,DTW,,,FD,,,,F,,,,TR
2367,N618AS,PDX,SNA,,,,,,,F,,,,TR
2368,N508AY,PDX,PHX,,,,,,,F,,,,TL
2369,N438UA,SEA,SFO,,,,,,,F,,,,TR
2370,N407AS,SEA,FAI,,,,,,,F,,,,TL
2371,N803UA,PDX,SFO,,,,,,,F,,,,TL
2372,N612AS,SEA,OAK,,,,,,,F,,,,TL
2373,N618AS,SEA,BUR,,,,,,,F,,,,TR
2374,N441UA,PDX,ORD,,,,,,,F,,,,TL
2375,N534AS,PDX,ANC,,,,,,,F,,,,TL
2376,N539UW,PDX,PHX,,,,,,,F,,,,TR
2377,N853UA,SEA,ORD,,,,,,,F,,,,TL
2378,N423AS,SEA,TUS,,,,,,,F,,,,TL
2379,N223AG,PDX,BUR,,,,,,,,,,,TR
2380,N457UA,SEA,ORD,,,,,,,F,,,,TL
2381,N735SA,SEA,SMF,,,,,,,F,,,,TR
2382,N729SW,SEA,SAN,,,,,,,,,,,TL
2383,N609SK,PDX,SEA,,,,,,,,,,,TR
2384,N8611F,PDX,DEN,,,,,,,F,,,,TR
2385,N677AW,SEA,PHL,,,,,,,F,,,,TL
2386,N593AS,SEA,SMF,,,,,,,F,,,,TR
2387,N793SK,PDX,DEN,,,,,,,,,,,TR
2388,N440AS,SEA,SFO,,,,,,,F,,,,TL
2389,N419AS,SEA,IAH,,,,,,,F,,,,TL
2390,N944WN,PDX,SJC,,,,,,,,,,,TL
2391,N553WN,SEA,PHX,,,,,,,,,,,TL
2392,N386HA,SEA,OGG,,,,,,,F,,,,TL
2393,N824DN,SEA,MSP,,,,,,,F,,,,TR
2394,N391HA,PDX,HNL,,,,,,,F,,,,TL
2395,N607AS,SEA,BUR,,,,,,,F,,,,TR
2396,N626AW,SEA,PHX,,,,,,,F,,,,TR
2397,N611AS,SEA,DEN,,,,,,,F,,,,TR
2398,N538AS,SEA,SJC,,,,,,,F,,,,TL
2399,N960WN,PDX,SLC,,,,,,,F,,,,TR
2400,N524AS,PDX,DFW,,,,,,,F,,,,TL
2401,N529AS,PDX,SFO,,,,,,,F,,,,TL
2402,N841VA,SEA,SFO,,,,,,,F,,,,TR
2403,N608SK,SEA,SJC,,,,,,,,,,,TR
2404,N794AS,SEA,LAX,,,,,,,F,,,,TL
2405,N565SW,PDX,RDM,,,,,,,,,,,TR
2406,N594UA,SEA,IAD,,,,,,,F,,,,TL
2407,N614AS,PDX,ANC,,,,,,,F,,,,TL
2408,N639SW,PDX,PHX,,,,,,,F,,,,TL
2409,N703AS,PDX,SAN,,,,,,,F,,,,TL
2410,N617QX,SEA,SJC,,,,,,,,,,,TR
2411,N225AG,PDX,SBA,,,,,,,,,,,TR
2412,N611AS,SEA,SNA,,,,,,,F,,,,TR
2413,N8624J,SEA,MDW,,,,,,,F,,,,TL
2414,N411UA,SEA,IAH,,,,,,,F,,,,TL
2415,N546AS,SEA,FLL,,,,,,,F,,,,TL
2416,N183UW,PDX,PHX,,,,,,,F,,,,TR
2417,N658SW,SEA,DEN,,,,,,,,,,,TR
2418,N659AW,SEA,PHX,,,,,,,F,,,,TR
2419,N651AW,SEA,PHX,,,,,,,F,,,,TL
2420,N384HA,SEA,OGG,,,,,,,F,,,,TL
2421,N593AS,PDX,SAN,,,,,,,F,,,,TR
2422,N513AS,SEA,LAS,,,,,,,F,,,,TL
2423,N378DA,SEA,ANC,,,,,,,,,,,TL
2424,N569AS,SEA,LIH,,,,,,,F,,,,TL
2425,N563SW,SEA,PDX,,,,,,,,,,,TR
2426,N389DA,SEA,LAX,,,,,,,,,,,TR
2427,N461UA,SEA,SFO,,,,,,,F,,,,TL
2428,N526UA,SEA,SFO,,,,,,,F,,,,TL
2429,N487WN,SEA,DEN,,,,,,,,,,,TR
2430,N303AS,SEA,DFW,,,,,,,F,,,,TL
2431,N124US,SEA,PHX,,,,,,,F,,,,TR
2432,N804DN,PDX,ATL,,,,,,,F,,,,TR
2433,N526UA,PDX,DEN,,,,,,,F,,,,TR
2434,N234SW,PDX,SEA,,,,,,,,,,,TR
2435,N359SW,SEA,SLC,,,,,,,,,,,TR
2436,N218WN,SEA,MKE,,,,,,,,,,,TR
2437,N413AS,SEA,FAI,,,,,,,F,,,,TL
2438,N566AS,SEA,SIT,,,,,,,F,,,,TR
2439,N76288,SEA,IAD,,,,,,F,,,,,TL
2440,N802SK,SEA,LAX,,,,,,,,,,,TL
2441,N679CA,SEA,LAS,,,,,,,,,,,TL
2442,N323AS,SEA,SFO,,,,,,,F,,,,TL
2443,N518AS,SEA,SNA,,,,,,,F,,,,TL
2444,N379DA,SEA,ATL,,,,,,,F,,,,TR
2445,N602SW,SEA,ABQ,,,,,,,,,,,TR
2446,N579SW,PDX,RDM,,,,,,,,,,,TR
2447,N3KMAA,SEA,DFW,,,,,,F,,,,,TR
2448,N217AG,PDX,SBA,,,,,,,,,,,TL
2449,N592AS,PDX,LAX,,,,,,,F,,,,TL
2450,N455WN,SEA,LAS,,,,,,,F,,,,TL
2451,N610DL,SEA,ATL,,,,,,,,,,,TR
2452,N105UW,SEA,CLT,,,,,,,,,,,TL
2453,N622AS,PDX,SJC,,,,,,,F,,,,TL
2454,N583NW,SEA,MSP,,,,,,,,,,,TR
2455,N785SW,SEA,MDW,,,,,,,,,,,TR
2456,N812SK,SEA,PDX,,,,,,,,,,,TR
2457,N585SW,SEA,PDX,,,,,,,,,,,TR
2458,N422WN,SEA,DEN,,,,,,,F,,,,TR
2459,N423AS,SEA,EWR,,,,,,,F,,,,TL
2460,N217JC,SEA,OAK,,,,,,,,,,,TR
2461,N227AG,PDX,ONT,,,,,,,,,,,TR
2462,N625AS,PDX,LAS,,,,,,,F,,,,TL
2463,N37462,PDX,ORD,,,,,,F,,,,,TR
2464,N3747D,PDX,JFK,,,,,,,F,,,,TL
2465,N952DN,PDX,MSP,,,,,,,,,,,TR
2466,N537UA,PDX,ORD,,,,,,,F,,,,TR
2467,N178US,PDX,CLT,,,,,,,,,,,TL
2468,N636JB,PDX,LGB,,,,,,,,,,,TL
2469,N588AS,SEA,MSP,,,,,,,F,,,,TL
2470,N536AS,SEA,DCA,,,,,,,F,,,,TL
2471,N433AS,PDX,SJC,,,,,,,F,,,,TR
2472,N914WN,PDX,DEN,,,,,,,F,,,,TR
2473,N215AG,SEA,SBA,,,,,,,,,,,TR
2474,N508JB,SEA,JFK,,,,,,,F,,,,TL
2475,N579AS,SEA,SMF,,,,,,,F,,,,TR
2476,N607AS,SEA,SJC,,,,,,,F,,,,TL
2477,N755AS,SEA,ANC,,,,,,,F,,,,TL
2478,N549AS,SEA,BUR,,,,,,,F,,,,TR
2479,N718TW,SEA,JFK,,,,,,,,,,,TL
2480,N647SW,SEA,SMF,,,,,,,,,,,TR
2481,N389HA,PDX,HNL,,,,,,,F,,,,TL
2482,N779AS,SEA,ANC,,,,,,,F,,,,TL
2483,N523AS,SEA,LAS,,,,,,,F,,,,TR
2484,N553UA,SEA,ORD,,,,,,,F,,,,TR
2485,N804UA,PDX,IAH,,,,,,,F,,,,TR
2486,N566JB,SEA,BOS,,,,,,,F,,,,TL
2487,N245WN,SEA,OAK,,,,,,,F,,,,TL
2488,N529VA,SEA,LAX,,,,,,,F,,,,TR
2489,N537AS,PDX,KOA,,,,,,,F,,,,TL
2490,N225AG,PDX,ONT,,,,,,,,,,,TL
2491,N176DN,PDX,ATL,,,,,,,F,,,,TR
2492,N3764D,SEA,JFK,,,,,,,F,,,,TR
2493,N451WN,SEA,LAS,,,,,,,,,,,TL
2494,N803SK,SEA,LAS,,,,,,,,,,,TL
2495,N37465,SEA,ANC,,,,,,F,,,,,TL
2496,N236WN,PDX,AUS,,,,,,,,,,,TL
2497,N965WN,PDX,OAK,,,,,,,,,,,TL
2498,N423AS,SEA,EWR,,,,,,,F,,,,TL
2499,N925WN,SEA,LAS,,,,,,,F,,,,TR
2500,N607AS,SEA,MSP,,,,,,,F,,,,TL
2501,N183DN,SEA,ATL,,,,,,,F,,,,TL
2502,N38454,PDX,EWR,,,,,,F,,,,,TR
2503,N562AS,SEA,LAX,,,,,,,F,,,,TL
2504,N779AS,SEA,ANC,,,,,,,F,,,,TL
2505,N218AG,SEA,LGB,,,,,,,,,,,TL
2506,N475UA,PDX,SFO,,,,,,,F,,,,TL
2507,N797AS,SEA,SFO,,,,,,,F,,,,TL
2508,N491WN,PDX,SLC,,,,,,,,,,,TS
2509,N802DN,SEA,MSP,,,,,,,F,,,,TR
2510,N586AS,PDX,LAS,,,,,,,F,,,,TR
2511,N607AS,SEA,SJC,,,,,,,F,,,,TR
2512,N246LV,SEA,DEN,,,,,,,,,,,TL
2513,N513AS,SEA,LAX,,,,,,,F,,,,TR
2514,N402AS,SEA,LAS,,,,,,,F,,,,TR
